"SiteCode","Network","ParkCode","ShortName","LongName","SiteName","Lat","Long","Type","CharacteristicName","DataName","Units","DisplayName","DataType","LowerPoint","UpperPoint","LowerDescription","UpperDescription","AssessmentDetails","Category","CategoryDisplay"
"NETN_ACAD_ABIN","NETN","ACAD","Acadia","Acadia National Park","Aunt Betty Pond Inlet",44.365021,-68.27243,"Stream","SO4.ueqL","SO4","ueqL","Sulfate","numeric",0,100,"testing","testing2","testing3","SO4","Sulfate"
"NETN_ACAD_ABIN","NETN","ACAD","Acadia","Acadia National Park","Aunt Betty Pond Inlet",44.365021,-68.27243,"Stream","TN.mgL","TN","mgL","Total Nitrogen","numeric",0,100,"testing","testing2","testing3","TN","Total Nitrogen"
"NETN_ACAD_ABIN","NETN","ACAD","Acadia","Acadia National Park","Aunt Betty Pond Inlet",44.365021,-68.27243,"Stream","BP.mmHg","BP","mmHg","Air Pressure","numeric",0,100,"testing","testing2","testing3","BP","Air Pressure"
"NETN_ACAD_ABIN","NETN","ACAD","Acadia","Acadia National Park","Aunt Betty Pond Inlet",44.365021,-68.27243,"Stream","DOsat.pct","DOsat","pct","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DOsat","Dissolved Oxygen"
"NETN_ACAD_ABIN","NETN","ACAD","Acadia","Acadia National Park","Aunt Betty Pond Inlet",44.365021,-68.27243,"Stream","TotDissP.ugL","TotDissP","ugL","Total Dissolved Phosphorus","numeric",0,100,"testing","testing2","testing3","TotDissP","Total Dissolved Phosphorus"
"NETN_ACAD_ABIN","NETN","ACAD","Acadia","Acadia National Park","Aunt Betty Pond Inlet",44.365021,-68.27243,"Stream","TP.ugL","TP","ugL","Total Phosphorus","numeric",0,100,"testing","testing2","testing3","TP","Total Phosphorus"
"NETN_ACAD_ABIN","NETN","ACAD","Acadia","Acadia National Park","Aunt Betty Pond Inlet",44.365021,-68.27243,"Stream","NO2.NO3.mgL","NO2","NO3","Nitrate + Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrate + Nitrite"
"NETN_ACAD_ABIN","NETN","ACAD","Acadia","Acadia National Park","Aunt Betty Pond Inlet",44.365021,-68.27243,"Stream","Temp.C","Temp","C","Water Temperature","numeric",0,100,"testing","testing2","testing3","Temp","Water Temperature"
"NETN_ACAD_ABIN","NETN","ACAD","Acadia","Acadia National Park","Aunt Betty Pond Inlet",44.365021,-68.27243,"Stream","pH","pH",NA,"pH","numeric",0,100,"testing","testing2","testing3","pH","pH"
"NETN_ACAD_ABIN","NETN","ACAD","Acadia","Acadia National Park","Aunt Betty Pond Inlet",44.365021,-68.27243,"Stream","NO2.mgL","NO2","mgL","Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrite"
"NETN_ACAD_ABIN","NETN","ACAD","Acadia","Acadia National Park","Aunt Betty Pond Inlet",44.365021,-68.27243,"Stream","SpCond.uScm","SpCond","uScm","Specific Conductance","numeric",0,100,"testing","testing2","testing3","SpCond","Specific Conductance"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","NO3.ueqL","NO3","ueqL","Nitrate","numeric",0,100,"testing","testing2","testing3","NO3","Nitrate"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","NH3.mgL","NH3","mgL","Ammonia","numeric",0,100,"testing","testing2","testing3","NH3","Ammonia"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","PO4.ugL","PO4","ugL","Phosphate","numeric",0,100,"testing","testing2","testing3","PO4","Phosphate"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","TN.mgL","TN","mgL","Total Nitrogen","numeric",0,100,"testing","testing2","testing3","TN","Total Nitrogen"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","PenetrationRatio","PenetrationRatio",NA,"Light Penetration Ratio","numeric",0,100,"testing","testing2","testing3","PenetrationRatio","Light Penetration Ratio"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","NO2.mgL","NO2","mgL","Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrite"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","SO4.ueqL","SO4","ueqL","Sulfate","numeric",0,100,"testing","testing2","testing3","SO4","Sulfate"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","SDepth1.m","SDepth1","m","Secchi Depth","numeric",0,100,"testing","testing2","testing3","SDepth1","Secchi Depth"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","TP.ugL","TP","ugL","Total Phosphorus","numeric",0,100,"testing","testing2","testing3","TP","Total Phosphorus"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","TotDissN.mgL","TotDissN","mgL","Total Dissolved Nitrogen","numeric",0,100,"testing","testing2","testing3","TotDissN","Total Dissolved Nitrogen"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","NO2.NO3.mgL","NO2","NO3","Nitrate + Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrate + Nitrite"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","Temp.C","Temp","C","Water Temperature","numeric",0,100,"testing","testing2","testing3","Temp","Water Temperature"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","DO.mgL","DO","mgL","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DO","Dissolved Oxygen"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","pH","pH",NA,"pH","numeric",0,100,"testing","testing2","testing3","pH","pH"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","SpCond.uScm","SpCond","uScm","Specific Conductance","numeric",0,100,"testing","testing2","testing3","SpCond","Specific Conductance"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","ANC.ueqL","ANC","ueqL","Acid Neutralizing Capacity","numeric",0,100,"testing","testing2","testing3","ANC","Acid Neutralizing Capacity"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","TotDissP.ugL","TotDissP","ugL","Total Dissolved Phosphorus","numeric",0,100,"testing","testing2","testing3","TotDissP","Total Dissolved Phosphorus"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","ChlA.ugL","ChlA","ugL","Chlorophyll A","numeric",0,100,"testing","testing2","testing3","ChlA","Chlorophyll A"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","DOC.mgL","DOC","mgL","Dissolved Organic Carbon","numeric",0,100,"testing","testing2","testing3","DOC","Dissolved Organic Carbon"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","BP.mmHg","BP","mmHg","Air Pressure","numeric",0,100,"testing","testing2","testing3","BP","Air Pressure"
"NETN_ACAD_ANTB","NETN","ACAD","Acadia","Acadia National Park","Aunt Bettys Pond",44.3703797858404,-68.2746687585201,"Lake","DOsat.pct","DOsat","pct","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DOsat","Dissolved Oxygen"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","DOC.mgL","DOC","mgL","Dissolved Organic Carbon","numeric",0,100,"testing","testing2","testing3","DOC","Dissolved Organic Carbon"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","NH3.mgL","NH3","mgL","Ammonia","numeric",0,100,"testing","testing2","testing3","NH3","Ammonia"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","NH4.mgL","NH4","mgL","Ammonium","numeric",0,100,"testing","testing2","testing3","NH4","Ammonium"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","DO.mgL","DO","mgL","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DO","Dissolved Oxygen"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","pH","pH",NA,"pH","numeric",0,100,"testing","testing2","testing3","pH","pH"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","SpCond.uScm","SpCond","uScm","Specific Conductance","numeric",0,100,"testing","testing2","testing3","SpCond","Specific Conductance"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","K.ueqL","K","ueqL","Potassium","numeric",0,100,"testing","testing2","testing3","K","Potassium"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","Mg.ueqL","Mg","ueqL","Magnesium","numeric",0,100,"testing","testing2","testing3","Mg","Magnesium"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","Na.ueqL","Na","ueqL","Sodium","numeric",0,100,"testing","testing2","testing3","Na","Sodium"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","SDepth1.m","SDepth1","m","Secchi Depth","numeric",0,100,"testing","testing2","testing3","SDepth1","Secchi Depth"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","NO3.ueqL","NO3","ueqL","Nitrate","numeric",0,100,"testing","testing2","testing3","NO3","Nitrate"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","SO4.ueqL","SO4","ueqL","Sulfate","numeric",0,100,"testing","testing2","testing3","SO4","Sulfate"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","TN.mgL","TN","mgL","Total Nitrogen","numeric",0,100,"testing","testing2","testing3","TN","Total Nitrogen"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","BP.mmHg","BP","mmHg","Air Pressure","numeric",0,100,"testing","testing2","testing3","BP","Air Pressure"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","DOsat.pct","DOsat","pct","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DOsat","Dissolved Oxygen"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","ANC.ueqL","ANC","ueqL","Acid Neutralizing Capacity","numeric",0,100,"testing","testing2","testing3","ANC","Acid Neutralizing Capacity"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","Ca.ueqL","Ca","ueqL","Calcium","numeric",0,100,"testing","testing2","testing3","Ca","Calcium"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","Ca.ueqL.1","Ca","ueqL",NA,"numeric",0,100,"testing","testing2","testing3","Ca",NA
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","Temp.C","Temp","C","Water Temperature","numeric",0,100,"testing","testing2","testing3","Temp","Water Temperature"
"NETN_ACAD_BOWL","NETN","ACAD","Acadia","Acadia National Park","The Bowl",44.3371918377473,-68.1933176214416,"Lake","Al.ugL","Al","ugL","Aluminium","numeric",0,100,"testing","testing2","testing3","Al","Aluminium"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","NO2.NO3.mgL","NO2","NO3","Nitrate + Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrate + Nitrite"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","PenetrationRatio","PenetrationRatio",NA,"Light Penetration Ratio","numeric",0,100,"testing","testing2","testing3","PenetrationRatio","Light Penetration Ratio"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","TN.mgL","TN","mgL","Total Nitrogen","numeric",0,100,"testing","testing2","testing3","TN","Total Nitrogen"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","ANC.ueqL","ANC","ueqL","Acid Neutralizing Capacity","numeric",0,100,"testing","testing2","testing3","ANC","Acid Neutralizing Capacity"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","SO4.ueqL","SO4","ueqL","Sulfate","numeric",0,100,"testing","testing2","testing3","SO4","Sulfate"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","NO2.mgL","NO2","mgL","Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrite"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","SDepth1.m","SDepth1","m","Secchi Depth","numeric",0,100,"testing","testing2","testing3","SDepth1","Secchi Depth"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","NO3.ueqL","NO3","ueqL","Nitrate","numeric",0,100,"testing","testing2","testing3","NO3","Nitrate"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","PO4.ugL","PO4","ugL","Phosphate","numeric",0,100,"testing","testing2","testing3","PO4","Phosphate"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","ChlA.ugL","ChlA","ugL","Chlorophyll A","numeric",0,100,"testing","testing2","testing3","ChlA","Chlorophyll A"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","TP.ugL","TP","ugL","Total Phosphorus","numeric",0,100,"testing","testing2","testing3","TP","Total Phosphorus"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","TotDissN.mgL","TotDissN","mgL","Total Dissolved Nitrogen","numeric",0,100,"testing","testing2","testing3","TotDissN","Total Dissolved Nitrogen"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","TotDissP.ugL","TotDissP","ugL","Total Dissolved Phosphorus","numeric",0,100,"testing","testing2","testing3","TotDissP","Total Dissolved Phosphorus"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","NH3.mgL","NH3","mgL","Ammonia","numeric",0,100,"testing","testing2","testing3","NH3","Ammonia"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","Temp.C","Temp","C","Water Temperature","numeric",0,100,"testing","testing2","testing3","Temp","Water Temperature"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","DOsat.pct","DOsat","pct","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DOsat","Dissolved Oxygen"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","DOC.mgL","DOC","mgL","Dissolved Organic Carbon","numeric",0,100,"testing","testing2","testing3","DOC","Dissolved Organic Carbon"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","DO.mgL","DO","mgL","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DO","Dissolved Oxygen"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","pH","pH",NA,"pH","numeric",0,100,"testing","testing2","testing3","pH","pH"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","SpCond.uScm","SpCond","uScm","Specific Conductance","numeric",0,100,"testing","testing2","testing3","SpCond","Specific Conductance"
"NETN_ACAD_BRBK","NETN","ACAD","Acadia","Acadia National Park","Bear Brook Pond",44.3611398164326,-68.1952561593978,"Lake","BP.mmHg","BP","mmHg","Air Pressure","numeric",0,100,"testing","testing2","testing3","BP","Air Pressure"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","NH3.mgL","NH3","mgL","Ammonia","numeric",0,100,"testing","testing2","testing3","NH3","Ammonia"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","NO3.ueqL","NO3","ueqL","Nitrate","numeric",0,100,"testing","testing2","testing3","NO3","Nitrate"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","NH4.mgL","NH4","mgL","Ammonium","numeric",0,100,"testing","testing2","testing3","NH4","Ammonium"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","NO2.mgL","NO2","mgL","Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrite"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","NO2.NO3.mgL","NO2","NO3","Nitrate + Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrate + Nitrite"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","DOC.mgL","DOC","mgL","Dissolved Organic Carbon","numeric",0,100,"testing","testing2","testing3","DOC","Dissolved Organic Carbon"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","SpCond.uScm","SpCond","uScm","Specific Conductance","numeric",0,100,"testing","testing2","testing3","SpCond","Specific Conductance"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","Temp.C","Temp","C","Water Temperature","numeric",0,100,"testing","testing2","testing3","Temp","Water Temperature"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","PO4.ugL","PO4","ugL","Phosphate","numeric",0,100,"testing","testing2","testing3","PO4","Phosphate"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","Turbidity.NTU","Turbidity","NTU","Turbidity","numeric",0,100,"testing","testing2","testing3","Turbidity","Turbidity"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","pH","pH",NA,"pH","numeric",0,100,"testing","testing2","testing3","pH","pH"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","DO.mgL","DO","mgL","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DO","Dissolved Oxygen"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","TN.mgL","TN","mgL","Total Nitrogen","numeric",0,100,"testing","testing2","testing3","TN","Total Nitrogen"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","DOsat.pct","DOsat","pct","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DOsat","Dissolved Oxygen"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","Discharge.cfs","Discharge","cfs","Discharge","numeric",0,100,"testing","testing2","testing3","Discharge","Discharge"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","SO4.ueqL","SO4","ueqL","Sulfate","numeric",0,100,"testing","testing2","testing3","SO4","Sulfate"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","TP.ugL","TP","ugL","Total Phosphorus","numeric",0,100,"testing","testing2","testing3","TP","Total Phosphorus"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","ANC.ueqL","ANC","ueqL","Acid Neutralizing Capacity","numeric",0,100,"testing","testing2","testing3","ANC","Acid Neutralizing Capacity"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","BP.mmHg","BP","mmHg","Air Pressure","numeric",0,100,"testing","testing2","testing3","BP","Air Pressure"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","TotDissN.mgL","TotDissN","mgL","Total Dissolved Nitrogen","numeric",0,100,"testing","testing2","testing3","TotDissN","Total Dissolved Nitrogen"
"NETN_ACAD_BRKB","NETN","ACAD","Acadia","Acadia National Park","Breakneck Brook",44.410782,-68.251801,"Stream","TotDissP.ugL","TotDissP","ugL","Total Dissolved Phosphorus","numeric",0,100,"testing","testing2","testing3","TotDissP","Total Dissolved Phosphorus"
"NETN_ACAD_BRWN","NETN","ACAD","Acadia","Acadia National Park","Browns Brook",44.339237,-68.301231,"Stream","Turbidity.NTU","Turbidity","NTU","Turbidity","numeric",0,100,"testing","testing2","testing3","Turbidity","Turbidity"
"NETN_ACAD_BRWN","NETN","ACAD","Acadia","Acadia National Park","Browns Brook",44.339237,-68.301231,"Stream","Temp.C","Temp","C","Water Temperature","numeric",0,100,"testing","testing2","testing3","Temp","Water Temperature"
"NETN_ACAD_BRWN","NETN","ACAD","Acadia","Acadia National Park","Browns Brook",44.339237,-68.301231,"Stream","Discharge.cfs","Discharge","cfs","Discharge","numeric",0,100,"testing","testing2","testing3","Discharge","Discharge"
"NETN_ACAD_BRWN","NETN","ACAD","Acadia","Acadia National Park","Browns Brook",44.339237,-68.301231,"Stream","ANC.ueqL","ANC","ueqL","Acid Neutralizing Capacity","numeric",0,100,"testing","testing2","testing3","ANC","Acid Neutralizing Capacity"
"NETN_ACAD_BRWN","NETN","ACAD","Acadia","Acadia National Park","Browns Brook",44.339237,-68.301231,"Stream","DOC.mgL","DOC","mgL","Dissolved Organic Carbon","numeric",0,100,"testing","testing2","testing3","DOC","Dissolved Organic Carbon"
